# BUSCO version is: 3.0.2 
# The lineage dataset is: arthropoda_odb9 (Creation date: 2017-02-07, number of species: 60, number of BUSCOs: 1066)
# To reproduce this run: python /usr/local/bin/run_BUSCO.py -i Daphnia.cds.aed.0.6.fasta -o output -l arthropoda_odb9/ -m transcriptome -c 1
#
# Busco id	Status	Sequence	Score	Length
EOG090X0DWF	Complete	Daphnia06721-RA	276.7	144
EOG090X0DWG	Complete	Daphnia06632-RA	293.5	157
EOG090X0DX5	Complete	Daphnia00140-RA	264.8	175
EOG090X0DX7	Complete	Daphnia06718-RA	160.3	108
EOG090X0DXI	Complete	Daphnia12361-RA	374.4	188
EOG090X0DYF	Complete	Daphnia07731-RA	256.4	142
EOG090X0DYO	Complete	Daphnia12436-RA	170.2	181
EOG090X0DZ9	Complete	Daphnia02375-RA	169.9	121
EOG090X0DZY	Complete	Daphnia07974-RA	246.7	139
EOG090X0E0D	Complete	Daphnia00488-RA	244.1	152
EOG090X0E0F	Complete	Daphnia02481-RA	327.0	187
EOG090X0E0P	Complete	Daphnia13092-RA	252.3	159
EOG090X0E3B	Complete	Daphnia03902-RA	229.6	136
EOG090X0E4R	Complete	Daphnia03554-RA	283.3	168
EOG090X0E58	Complete	Daphnia13137-RA	403.2	276
EOG090X0E68	Complete	Daphnia06480-RA	331.5	159
EOG090X0E6P	Duplicated	Daphnia00205-RA	279.0	174
EOG090X0E6P	Duplicated	Daphnia00205-RB	279.0	174
EOG090X0E8U	Complete	Daphnia08903-RA	158.9	170
EOG090X0EA1	Complete	Daphnia02686-RA	355.6	203
EOG090X0EAO	Complete	Daphnia04305-RA	269.8	166
EOG090X0EB8	Complete	Daphnia13272-RA	236.9	178
EOG090X0ECA	Complete	Daphnia06545-RA	317.6	206
EOG090X0ECZ	Complete	Daphnia00509-RA	188.9	147
EOG090X0ED2	Complete	Daphnia03790-RA	187.3	99
EOG090X0EDZ	Complete	Daphnia00143-RA	354.6	210
EOG090X0EEC	Complete	Daphnia06222-RA	216.7	264
EOG090X0EEI	Complete	Daphnia00790-RA	296.4	258
EOG090X0EEU	Complete	Daphnia03111-RA	288.3	216
EOG090X0EF4	Complete	Daphnia10605-RA	299.1	188
EOG090X0EG2	Missing
EOG090X0EI4	Complete	Daphnia07729-RA	222.4	213
EOG090X0EJA	Duplicated	Daphnia06185-RD	261.8	184
EOG090X0EJA	Duplicated	Daphnia06185-RE	266.0	184
EOG090X0EJA	Duplicated	Daphnia06185-RF	261.0	184
EOG090X0EJM	Complete	Daphnia00315-RA	264.5	151
EOG090X0EJQ	Complete	Daphnia03419-RA	222.8	178
EOG090X0EJY	Complete	Daphnia07058-RA	268.7	164
EOG090X0ENV	Complete	Daphnia05992-RA	296.6	156
EOG090X0EO1	Complete	Daphnia10553-RA	151.3	173
EOG090X0EPM	Duplicated	Daphnia12309-RA	221.4	143
EOG090X0EPM	Duplicated	Daphnia12309-RB	221.8	143
EOG090X0EPP	Missing
EOG090X0EPT	Complete	Daphnia02839-RC	166.5	195
EOG090X0ESA	Complete	Daphnia07152-RA	233.8	146
EOG090X0ESN	Complete	Daphnia10048-RA	280.6	159
EOG090X0ETF	Complete	Daphnia08048-RA	288.6	195
EOG090X0EUO	Complete	Daphnia04168-RA	216.6	153
EOG090X0EV6	Complete	Daphnia12429-RB	243.9	161
EOG090X0EVF	Complete	Daphnia12764-RA	217.9	142
EOG090X0EWC	Complete	Daphnia13585-RA	280.4	153
EOG090X0EWQ	Complete	Daphnia09689-RA	249.6	138
EOG090X0EXU	Duplicated	Daphnia04870-RC	236.4	193
EOG090X0EXU	Duplicated	Daphnia04870-RE	236.4	193
EOG090X0EYT	Complete	Daphnia12535-RA	237.2	185
EOG090X0EYV	Complete	Daphnia00780-RA	102.9	103
EOG090X0EZJ	Complete	Daphnia13193-RA	185.6	151
EOG090X0F1W	Complete	Daphnia05066-RA	181.2	161
EOG090X0F26	Complete	Daphnia06700-RA	227.9	138
EOG090X0F2L	Complete	Daphnia04290-RA	306.7	224
EOG090X0F39	Complete	Daphnia05000-RA	183.0	157
EOG090X0F3A	Complete	Daphnia11832-RA	139.4	132
EOG090X0F6V	Complete	Daphnia12621-RA	225.7	188
EOG090X0F73	Duplicated	Daphnia00301-RA	224.5	273
EOG090X0F73	Duplicated	Daphnia00301-RB	224.3	273
EOG090X0F7F	Complete	Daphnia04703-RA	215.7	188
EOG090X0F7H	Complete	Daphnia02863-RA	180.4	205
EOG090X0F8M	Complete	Daphnia07961-RA	327.2	180
EOG090X0F8Y	Complete	Daphnia01263-RA	275.6	190
EOG090X0F8Z	Complete	Daphnia08430-RA	278.6	248
EOG090X0FA0	Complete	Daphnia09630-RA	315.4	159
EOG090X0FDS	Complete	Daphnia03797-RA	246.4	156
EOG090X0FGQ	Duplicated	Daphnia01318-RA	186.0	144
EOG090X0FGQ	Duplicated	Daphnia01318-RB	186.0	144
EOG090X0FH3	Duplicated	Daphnia11376-RA	190.7	139
EOG090X0FH3	Duplicated	Daphnia11376-RB	180.9	132
EOG090X0FHK	Complete	Daphnia07484-RA	261.1	137
EOG090X0FHR	Complete	Daphnia03581-RA	231.6	161
EOG090X0FI9	Complete	Daphnia11770-RA	412.8	213
EOG090X0FIE	Complete	Daphnia09802-RA	145.2	146
EOG090X0FII	Complete	Daphnia06229-RA	84.6	146
EOG090X0FJX	Complete	Daphnia00670-RA	181.3	126
EOG090X0FKI	Fragmented	Daphnia06255-RA	72.1	69
EOG090X0FOW	Complete	Daphnia08510-RA	141.5	134
EOG090X0FP3	Duplicated	Daphnia11038-RA	151.5	145
EOG090X0FP3	Duplicated	Daphnia11038-RB	144.6	138
EOG090X0FQ5	Complete	Daphnia04877-RA	218.1	137
EOG090X0FQ8	Complete	Daphnia09999-RA	118.1	154
EOG090X0FQ9	Fragmented	Daphnia03451-RA	52.7	52
EOG090X0FQT	Complete	Daphnia11396-RA	238.2	133
EOG090X0FS4	Complete	Daphnia04426-RA	179.9	137
EOG090X0FS6	Complete	Daphnia12493-RA	178.3	158
EOG090X0FS7	Complete	Daphnia06263-RA	207.0	205
EOG090X0FS9	Complete	Daphnia11350-RA	220.4	145
EOG090X0FUY	Complete	Daphnia07734-RA	269.9	230
EOG090X0FVI	Complete	Daphnia11992-RA	241.6	141
EOG090X0FVK	Duplicated	Daphnia06060-RA	236.4	184
EOG090X0FVK	Duplicated	Daphnia06060-RD	236.4	184
EOG090X0FVK	Duplicated	Daphnia06060-RE	236.4	184
EOG090X0FYC	Complete	Daphnia01580-RA	160.2	135
EOG090X0FYD	Complete	Daphnia10737-RC	258.7	159
EOG090X0G12	Complete	Daphnia01599-RA	149.9	164
EOG090X0G38	Complete	Daphnia13346-RA	238.8	147
EOG090X0G3O	Complete	Daphnia00039-RA	134.6	102
EOG090X0G3U	Complete	Daphnia02465-RA	343.0	179
EOG090X0G5X	Complete	Daphnia09979-RA	286.0	181
EOG090X0G6M	Complete	Daphnia11397-RA	165.8	185
EOG090X0G73	Complete	Daphnia03702-RA	154.3	369
EOG090X0G74	Duplicated	Daphnia02704-RB	196.3	182
EOG090X0G74	Duplicated	Daphnia02704-RD	190.6	180
EOG090X0G74	Duplicated	Daphnia02704-RE	190.6	180
EOG090X0G8U	Complete	Daphnia12060-RA	92.5	112
EOG090X0GAD	Complete	Daphnia07263-RA	264.5	132
EOG090X0GC9	Complete	Daphnia06989-RA	243.2	126
EOG090X0GEX	Duplicated	Daphnia06397-RA	205.3	94
EOG090X0GEX	Duplicated	Daphnia06397-RB	205.5	94
EOG090X0GHI	Complete	Daphnia06130-RA	243.1	191
EOG090X0GIP	Complete	Daphnia11364-RA	189.7	183
EOG090X0GJG	Duplicated	Daphnia01670-RC	200.7	147
EOG090X0GJG	Duplicated	Daphnia01670-RD	200.7	147
EOG090X0GJG	Duplicated	Daphnia01670-RE	200.7	147
EOG090X0GKM	Complete	Daphnia02882-RA	200.1	137
EOG090X0GLS	Complete	Daphnia10633-RA	213.3	163
EOG090X0GME	Complete	Daphnia05149-RA	157.0	172
EOG090X0GMO	Complete	Daphnia10564-RA	169.8	109
EOG090X0GMQ	Complete	Daphnia12928-RA	114.7	91
EOG090X0GN3	Complete	Daphnia08127-RA	289.1	147
EOG090X0GNX	Complete	Daphnia12264-RA	220.0	131
EOG090X0GO2	Complete	Daphnia09749-RA	269.0	196
EOG090X0GO7	Complete	Daphnia11939-RA	202.0	157
EOG090X0GOA	Complete	Daphnia07364-RA	125.0	145
EOG090X0GP9	Complete	Daphnia07964-RA	138.2	115
EOG090X0GPB	Complete	Daphnia10251-RA	99.4	144
EOG090X0GPG	Complete	Daphnia03412-RA	160.8	175
EOG090X0GSS	Duplicated	Daphnia01647-RA	208.7	152
EOG090X0GSS	Duplicated	Daphnia01647-RB	208.5	152
EOG090X0GT4	Complete	Daphnia04448-RA	235.6	138
EOG090X0GV5	Complete	Daphnia13068-RA	201.3	169
EOG090X0GVI	Duplicated	Daphnia13271-RC	236.3	108
EOG090X0GVI	Duplicated	Daphnia13271-RD	236.3	108
EOG090X0GXS	Fragmented	Daphnia08698-RA	107.2	79
EOG090X0GY1	Complete	Daphnia08927-RA	186.2	158
EOG090X0GY7	Duplicated	Daphnia08415-RA	173.3	101
EOG090X0GY7	Duplicated	Daphnia08415-RB	173.3	101
EOG090X0GY7	Duplicated	Daphnia08415-RD	173.3	101
EOG090X0GYO	Complete	Daphnia12678-RA	118.5	108
EOG090X0GZE	Duplicated	Daphnia09912-RA	226.8	135
EOG090X0GZE	Duplicated	Daphnia09912-RB	226.8	135
EOG090X0GZZ	Complete	Daphnia03167-RA	232.1	104
EOG090X0H15	Complete	Daphnia12291-RA	144.5	153
EOG090X0H1B	Fragmented	Daphnia03021-RB	50.7	29
EOG090X0H59	Complete	Daphnia04989-RA	223.8	197
EOG090X0H7H	Complete	Daphnia03681-RA	198.9	138
EOG090X0H7R	Complete	Daphnia05035-RA	202.2	119
EOG090X0H7V	Missing
EOG090X0H8I	Complete	Daphnia11027-RA	319.0	191
EOG090X0H8R	Complete	Daphnia12951-RA	253.7	165
EOG090X0H9C	Duplicated	Daphnia02956-RA	165.0	112
EOG090X0H9C	Duplicated	Daphnia02956-RB	165.9	112
EOG090X0H9C	Duplicated	Daphnia02956-RC	165.9	112
EOG090X0H9E	Complete	Daphnia00547-RA	235.2	153
EOG090X0HAI	Complete	Daphnia07632-RA	200.3	134
EOG090X0HB3	Complete	Daphnia08959-RA	85.2	278
EOG090X0HBC	Complete	Daphnia11423-RA	266.3	167
EOG090X0HC4	Complete	Daphnia11693-RA	218.5	116
EOG090X0HED	Complete	Daphnia08631-RA	167.9	199
EOG090X0HEX	Complete	Daphnia02840-RA	201.1	146
EOG090X0HIM	Fragmented	Daphnia06089-RA	139.7	89
EOG090X0HIV	Duplicated	Daphnia09909-RA	238.4	159
EOG090X0HIV	Duplicated	Daphnia09909-RB	238.4	159
EOG090X0HJH	Complete	Daphnia04340-RA	192.9	123
EOG090X0HLA	Complete	Daphnia04860-RA	207.3	137
EOG090X0HLW	Missing
EOG090X0HN8	Complete	Daphnia06318-RB	123.2	97
EOG090X0HOM	Missing
EOG090X0HQJ	Fragmented	Daphnia03739-RC	54.2	66
EOG090X0HR1	Duplicated	Daphnia02520-RA	287.8	145
EOG090X0HR1	Duplicated	Daphnia02520-RB	287.8	145
EOG090X0HRG	Complete	Daphnia07916-RA	177.8	144
EOG090X0HTB	Complete	Daphnia11322-RA	238.6	126
EOG090X0HTT	Complete	Daphnia07017-RA	188.5	134
EOG090X0HU3	Complete	Daphnia03331-RA	187.8	115
EOG090X0HUX	Complete	Daphnia01544-RA	167.5	124
EOG090X0HV5	Complete	Daphnia09874-RA	170.8	177
EOG090X0HZC	Complete	Daphnia05548-RA	178.1	99
EOG090X0I05	Complete	Daphnia10432-RA	131.9	112
EOG090X0I21	Complete	Daphnia03712-RA	180.1	85
EOG090X0I2F	Complete	Daphnia10763-RA	150.1	96
EOG090X0I3Y	Complete	Daphnia13615-RA	113.7	86
EOG090X0I48	Complete	Daphnia10533-RA	152.8	125
EOG090X0I63	Complete	Daphnia08902-RA	252.5	162
EOG090X0I6M	Complete	Daphnia13367-RA	225.0	130
EOG090X0I8J	Complete	Daphnia03266-RA	230.0	128
EOG090X0IBZ	Complete	Daphnia11403-RA	233.4	126
EOG090X0IC1	Complete	Daphnia08155-RA	89.0	90
EOG090X0ICP	Duplicated	Daphnia02090-RA	124.3	135
EOG090X0ICP	Duplicated	Daphnia02090-RB	124.3	135
EOG090X0IGL	Complete	Daphnia06066-RA	169.7	137
EOG090X0IGM	Complete	Daphnia12485-RA	186.9	128
EOG090X0IJO	Complete	Daphnia03436-RA	331.7	251
EOG090X0IKC	Missing
EOG090X0IKQ	Complete	Daphnia13063-RA	176.2	115
EOG090X0IKX	Complete	Daphnia02132-RA	203.3	127
EOG090X0ILG	Complete	Daphnia07186-RA	179.3	114
EOG090X0IQO	Complete	Daphnia03452-RA	164.4	134
EOG090X0IRH	Complete	Daphnia10116-RA	99.0	101
EOG090X0IRX	Complete	Daphnia10551-RA	158.7	107
EOG090X0IS7	Complete	Daphnia10285-RA	245.9	189
EOG090X0IT3	Complete	Daphnia07767-RA	217.3	227
EOG090X0IT6	Complete	Daphnia00251-RA	221.0	129
EOG090X0IUZ	Complete	Daphnia08385-RA	191.6	137
EOG090X0IV9	Duplicated	Daphnia03086-RA	114.7	79
EOG090X0IV9	Duplicated	Daphnia03086-RC	114.7	79
EOG090X0IZN	Complete	Daphnia13134-RA	156.7	99
EOG090X0IZW	Complete	Daphnia03366-RA	163.8	125
EOG090X0J0D	Duplicated	Daphnia05597-RA	162.9	87
EOG090X0J0D	Duplicated	Daphnia09436-RA	152.8	100
EOG090X0J5E	Missing
EOG090X0J63	Complete	Daphnia06427-RA	193.8	182
EOG090X0J7N	Fragmented	Daphnia01411-RA	71.8	59
EOG090X0J7Y	Complete	Daphnia03723-RA	151.3	195
EOG090X0J86	Complete	Daphnia03925-RA	234.5	114
EOG090X0J87	Complete	Daphnia11097-RA	92.0	82
EOG090X0J8E	Duplicated	Daphnia06014-RA	128.1	110
EOG090X0J8E	Duplicated	Daphnia06014-RB	128.1	110
EOG090X0J9J	Complete	Daphnia00476-RA	109.3	89
EOG090X0JAK	Complete	Daphnia02953-RA	139.7	106
EOG090X0JBP	Complete	Daphnia12481-RA	101.9	102
EOG090X0JCO	Complete	Daphnia05442-RA	166.4	116
EOG090X0JDB	Complete	Daphnia09240-RA	220.9	135
EOG090X0JFZ	Complete	Daphnia02827-RA	181.1	96
EOG090X0JHM	Complete	Daphnia10139-RA	170.0	82
EOG090X0JK2	Complete	Daphnia04879-RA	225.0	193
EOG090X0JNN	Complete	Daphnia08564-RA	124.1	109
EOG090X0JP1	Complete	Daphnia01471-RA	145.8	102
EOG090X0JQ4	Fragmented	Daphnia04148-RA	60.2	50
EOG090X0JQT	Complete	Daphnia00141-RB	163.8	85
EOG090X0JRW	Complete	Daphnia01727-RA	164.6	106
EOG090X0JRY	Fragmented	Daphnia06518-RA	114.9	60
EOG090X0JV9	Complete	Daphnia02088-RA	225.7	132
EOG090X0JX7	Complete	Daphnia09687-RA	227.7	174
EOG090X0JXG	Complete	Daphnia03184-RA	127.9	93
EOG090X0JXJ	Complete	Daphnia06870-RA	141.1	100
EOG090X0JXR	Complete	Daphnia02604-RA	193.3	166
EOG090X0K3A	Complete	Daphnia13016-RA	174.4	110
EOG090X0K4K	Complete	Daphnia09942-RA	158.5	99
EOG090X0K55	Duplicated	Daphnia09432-RA	129.1	107
EOG090X0K55	Duplicated	Daphnia09504-RA	136.6	108
EOG090X0K7I	Complete	Daphnia08320-RA	156.7	88
EOG090X0KAD	Complete	Daphnia06859-RA	135.6	82
EOG090X0KAT	Complete	Daphnia10851-RA	177.3	101
EOG090X0KMN	Complete	Daphnia03161-RA	202.2	152
EOG090X0KOU	Complete	Daphnia02321-RA	116.7	109
EOG090X0KP6	Fragmented	Daphnia06287-RA	123.4	114
EOG090X0KPP	Complete	Daphnia11001-RA	149.2	114
EOG090X0KVN	Complete	Daphnia09888-RA	172.6	172
EOG090X0KWJ	Duplicated	Daphnia03737-RA	126.5	77
EOG090X0KWJ	Duplicated	Daphnia03737-RB	126.5	77
EOG090X0KYU	Complete	Daphnia07383-RA	151.3	81
EOG090X0KZ2	Complete	Daphnia02516-RA	134.5	128
EOG090X0L4K	Complete	Daphnia13561-RA	183.7	100
EOG090X0L7F	Duplicated	Daphnia10020-RA	162.2	94
EOG090X0L7F	Duplicated	Daphnia10020-RB	162.2	94
EOG090X0L97	Complete	Daphnia02350-RA	154.6	96
EOG090X0LBP	Complete	Daphnia06329-RA	95.4	61
EOG090X0LFN	Complete	Daphnia02820-RA	80.7	89
EOG090X0LFT	Complete	Daphnia04728-RA	145.8	111
EOG090X0LJK	Complete	Daphnia08471-RA	130.2	83
EOG090X0LK7	Complete	Daphnia08706-RA	88.5	114
EOG090X0LKA	Complete	Daphnia06745-RA	104.8	79
EOG090X0LQS	Complete	Daphnia11558-RA	52.1	78
EOG090X0LR8	Complete	Daphnia05711-RA	156.2	388
EOG090X0LTN	Fragmented	Daphnia11240-RA	81.2	63
EOG090X0LTV	Complete	Daphnia11398-RA	159.3	106
EOG090X0LUS	Complete	Daphnia08360-RA	191.4	111
EOG090X0LXA	Duplicated	Daphnia12083-RB	154.8	128
EOG090X0LXA	Duplicated	Daphnia12083-RC	154.5	128
EOG090X0LXA	Duplicated	Daphnia12083-RD	154.8	128
EOG090X0LYT	Complete	Daphnia07715-RA	133.7	105
EOG090X0LZH	Complete	Daphnia05796-RA	117.3	128
EOG090X0M0J	Complete	Daphnia12187-RA	65.7	82
EOG090X0M4M	Complete	Daphnia11487-RA	136.4	88
EOG090X0M8U	Complete	Daphnia09846-RA	183.4	94
EOG090X0MJU	Complete	Daphnia04299-RA	165.7	83
EOG090X0MNC	Complete	Daphnia12976-RA	179.5	141
EOG090X0MNL	Complete	Daphnia04234-RA	153.0	90
EOG090X0MNX	Complete	Daphnia13436-RA	96.0	71
EOG090X0MQF	Complete	Daphnia04918-RA	140.4	106
EOG090X0MSH	Complete	Daphnia11775-RA	126.4	71
EOG090X0MTI	Duplicated	Daphnia07272-RA	175.3	158
EOG090X0MTI	Duplicated	Daphnia07272-RB	175.3	158
EOG090X0MUO	Complete	Daphnia00196-RA	177.2	132
EOG090X0MWD	Missing
EOG090X0MX9	Complete	Daphnia10140-RA	182.7	114
EOG090X0N0O	Missing
EOG090X0N2I	Complete	Daphnia10476-RA	132.3	59
EOG090X0N7H	Complete	Daphnia07818-RA	108.6	64
EOG090X0N9E	Duplicated	Daphnia02779-RB	259.1	200
EOG090X0N9E	Duplicated	Daphnia02779-RC	259.1	200
EOG090X0N9E	Duplicated	Daphnia02779-RD	259.1	200
EOG090X0NBB	Complete	Daphnia05042-RA	199.0	133
EOG090X0NBY	Complete	Daphnia12732-RA	124.3	74
EOG090X0NFO	Complete	Daphnia10134-RA	198.3	97
EOG090X0NKK	Complete	Daphnia10993-RA	142.5	63
EOG090X0NLM	Complete	Daphnia05954-RA	115.0	74
EOG090X0NTN	Duplicated	Daphnia07243-RA	166.7	90
EOG090X0NTN	Duplicated	Daphnia07243-RB	167.8	90
EOG090X0NTZ	Fragmented	Daphnia07160-RA	129.7	68
EOG090X0NUB	Complete	Daphnia09670-RA	118.8	108
EOG090X0NWO	Complete	Daphnia05018-RA	182.1	99
EOG090X0NXS	Complete	Daphnia07134-RA	171.3	108
EOG090X0O2L	Complete	Daphnia05532-RA	128.3	102
EOG090X0O3H	Duplicated	Daphnia02290-RA	151.9	109
EOG090X0O3H	Duplicated	Daphnia11214-RA	154.2	109
EOG090X0O5J	Complete	Daphnia07895-RA	129.5	89
EOG090X0OE5	Complete	Daphnia00665-RA	171.8	131
EOG090X0ON0	Complete	Daphnia03742-RA	137.3	62
EOG090X0OQM	Complete	Daphnia06691-RA	177.1	186
EOG090X0OQY	Complete	Daphnia01730-RA	123.7	71
EOG090X0OUK	Complete	Daphnia11584-RA	90.1	42
EOG090X0OWT	Complete	Daphnia02653-RA	111.3	57
EOG090X0OY9	Complete	Daphnia12524-RA	130.8	153
EOG090X0P1V	Complete	Daphnia03934-RA	89.2	101
EOG090X0P2R	Complete	Daphnia10366-RA	107.7	91
EOG090X0PCK	Duplicated	Daphnia10405-RA	140.7	58
EOG090X0PCK	Duplicated	Daphnia10405-RB	140.4	58
EOG090X0PCK	Duplicated	Daphnia10405-RC	140.4	58
EOG090X0POW	Duplicated	Daphnia03976-RA	119.9	735
EOG090X0POW	Duplicated	Daphnia08438-RB	112.7	94
EOG090X0Q7B	Complete	Daphnia08958-RA	47.9	56
EOG090X0QLW	Complete	Daphnia13180-RA	89.0	47
EOG090X0RAK	Complete	Daphnia08496-RA	112.4	82
EOG090X0RU6	Complete	Daphnia03343-RA	89.5	96
EOG090X0TJE	Complete	Daphnia02423-RA	162.0	174
