Sample_ID,MLG_ID,Longitude,Latitude,Species,Continent,Accession,BioProject,BioSample
LPA-50,Daphnia.pulex.NorthAmerica.CAN.724,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592067,PRJNA482684,SAMN09711180
LPA-55,Daphnia.pulex.NorthAmerica.CAN.725,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592068,PRJNA482684,SAMN09711180
LPA-54,Daphnia.pulex.NorthAmerica.CAN.726,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592069,PRJNA482684,SAMN09711180
LPA-48,Daphnia.pulex.NorthAmerica.CAN.727,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592070,PRJNA482684,SAMN09711180
LPA-47,Daphnia.pulex.NorthAmerica.CAN.728,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592071,PRJNA482684,SAMN09711180
LPA-4,Daphnia.pulex.NorthAmerica.CAN.729,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592072,PRJNA482684,SAMN09711180
LPA-49,Daphnia.pulex.NorthAmerica.CAN.730,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592073,PRJNA482684,SAMN09711180
LPA-45,Daphnia.pulex.NorthAmerica.CAN.731,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592074,PRJNA482684,SAMN09711180
LPA-46,Daphnia.pulex.NorthAmerica.CAN.732,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592075,PRJNA482684,SAMN09711180
LPA-43,Daphnia.pulex.NorthAmerica.CAN.733,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592076,PRJNA482684,SAMN09711180
LPA-44,Daphnia.pulex.NorthAmerica.CAN.734,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592077,PRJNA482684,SAMN09711180
LPA-42,Daphnia.pulex.NorthAmerica.CAN.735,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592079,PRJNA482684,SAMN09711180
LPA-40,Daphnia.pulex.NorthAmerica.CAN.737,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592081,PRJNA482684,SAMN09711180
LPA-35,Daphnia.pulex.NorthAmerica.CAN.738,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592082,PRJNA482684,SAMN09711180
LPA-37,Daphnia.pulex.NorthAmerica.CAN.739,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592083,PRJNA482684,SAMN09711180
LPA-34,Daphnia.pulex.NorthAmerica.CAN.740,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592084,PRJNA482684,SAMN09711180
LPA-32,Daphnia.pulex.NorthAmerica.CAN.741,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592085,PRJNA482684,SAMN09711180
LPA-27,Daphnia.pulex.NorthAmerica.CAN.742,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592086,PRJNA482684,SAMN09711180
LPA-26,Daphnia.pulex.NorthAmerica.CAN.743,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592087,PRJNA482684,SAMN09711180
LPA-25,Daphnia.pulex.NorthAmerica.CAN.744,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592088,PRJNA482684,SAMN09711180
LPA-24,Daphnia.pulex.NorthAmerica.CAN.745,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592089,PRJNA482684,SAMN09711180
LPA-30,Daphnia.pulex.NorthAmerica.CAN.746,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592090,PRJNA482684,SAMN09711180
LPA-2,Daphnia.pulex.NorthAmerica.CAN.747,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592091,PRJNA482684,SAMN09711180
LPA-29,Daphnia.pulex.NorthAmerica.CAN.748,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592092,PRJNA482684,SAMN09711180
LPA-28,Daphnia.pulex.NorthAmerica.CAN.749,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592093,PRJNA482684,SAMN09711180
LPA-18,Daphnia.pulex.NorthAmerica.CAN.750,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592094,PRJNA482684,SAMN09711180
LPA-19,Daphnia.pulex.NorthAmerica.CAN.751,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592095,PRJNA482684,SAMN09711180
LPA-1,Daphnia.pulex.NorthAmerica.CAN.752,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592096,PRJNA482684,SAMN09711180
LPA-20,Daphnia.pulex.NorthAmerica.CAN.753,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592097,PRJNA482684,SAMN09711180
LPA-12,Daphnia.pulex.NorthAmerica.CAN.754,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592098,PRJNA482684,SAMN09711180
LPA-15,Daphnia.pulex.NorthAmerica.CAN.755,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592099,PRJNA482684,SAMN09711180
LPA-16,Daphnia.pulex.NorthAmerica.CAN.756,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592100,PRJNA482684,SAMN09711180
LPA-17,Daphnia.pulex.NorthAmerica.CAN.757,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592101,PRJNA482684,SAMN09711180
LPA-21,Daphnia.pulex.NorthAmerica.CAN.758,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592102,PRJNA482684,SAMN09711180
LPA-22,Daphnia.pulex.NorthAmerica.CAN.759,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592103,PRJNA482684,SAMN09711180
LPA-103,Daphnia.pulex.NorthAmerica.CAN.760,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592104,PRJNA482684,SAMN09711180
LPA-102,Daphnia.pulex.NorthAmerica.CAN.761,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592105,PRJNA482684,SAMN09711180
LPA-101,Daphnia.pulex.NorthAmerica.CAN.762,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592106,PRJNA482684,SAMN09711180
LPA-100,Daphnia.pulex.NorthAmerica.CAN.763,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592107,PRJNA482684,SAMN09711180
LPA-107,Daphnia.pulex.NorthAmerica.CAN.764,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592108,PRJNA482684,SAMN09711180
LPA-106,Daphnia.pulex.NorthAmerica.CAN.765,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592109,PRJNA482684,SAMN09711180
LPA-105,Daphnia.pulex.NorthAmerica.CAN.766,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592110,PRJNA482684,SAMN09711180
LPA-104,Daphnia.pulex.NorthAmerica.CAN.767,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592111,PRJNA482684,SAMN09711180
LPA-109,Daphnia.pulex.NorthAmerica.CAN.768,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592112,PRJNA482684,SAMN09711180
LPA-108,Daphnia.pulex.NorthAmerica.CAN.769,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592113,PRJNA482684,SAMN09711180
LPA-111,Daphnia.pulex.NorthAmerica.CAN.770,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592114,PRJNA482684,SAMN09711180
LPA-110,Daphnia.pulex.NorthAmerica.CAN.771,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592115,PRJNA482684,SAMN09711180
LPA-113,Daphnia.pulex.NorthAmerica.CAN.772,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592116,PRJNA482684,SAMN09711180
LPA-112,Daphnia.pulex.NorthAmerica.CAN.773,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592117,PRJNA482684,SAMN09711180
LPA-116,Daphnia.pulex.NorthAmerica.CAN.774,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592118,PRJNA482684,SAMN09711180
LPA-114,Daphnia.pulex.NorthAmerica.CAN.775,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592119,PRJNA482684,SAMN09711180
LPA-11,Daphnia.pulex.NorthAmerica.CAN.776,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592120,PRJNA482684,SAMN09711180
LPA-117,Daphnia.pulex.NorthAmerica.CAN.777,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592121,PRJNA482684,SAMN09711180
LPA-125,Daphnia.pulex.NorthAmerica.CAN.778,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592122,PRJNA482684,SAMN09711180
LPA-121,Daphnia.pulex.NorthAmerica.CAN.779,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592123,PRJNA482684,SAMN09711180
LPA-93,Daphnia.pulex.NorthAmerica.CAN.780,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592124,PRJNA482684,SAMN09711180
LPA-92,Daphnia.pulex.NorthAmerica.CAN.781,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592125,PRJNA482684,SAMN09711180
LPA-97,Daphnia.pulex.NorthAmerica.CAN.782,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592126,PRJNA482684,SAMN09711180
LPA-95,Daphnia.pulex.NorthAmerica.CAN.783,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592127,PRJNA482684,SAMN09711180
LPA-9,Daphnia.pulex.NorthAmerica.CAN.784,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592128,PRJNA482684,SAMN09711180
LPA-99,Daphnia.pulex.NorthAmerica.CAN.785,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592129,PRJNA482684,SAMN09711180
LPA-90,Daphnia.pulex.NorthAmerica.CAN.786,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592130,PRJNA482684,SAMN09711180
LPA-91,Daphnia.pulex.NorthAmerica.CAN.787,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592131,PRJNA482684,SAMN09711180
LPA-84,Daphnia.pulex.NorthAmerica.CAN.788,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592132,PRJNA482684,SAMN09711180
LPA-85,Daphnia.pulex.NorthAmerica.CAN.789,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592133,PRJNA482684,SAMN09711180
LPA-82,Daphnia.pulex.NorthAmerica.CAN.790,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592134,PRJNA482684,SAMN09711180
LPA-83,Daphnia.pulex.NorthAmerica.CAN.791,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592135,PRJNA482684,SAMN09711180
LPA-89,Daphnia.pulex.NorthAmerica.CAN.793,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592137,PRJNA482684,SAMN09711180
LPA-86,Daphnia.pulex.NorthAmerica.CAN.794,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592138,PRJNA482684,SAMN09711180
LPA-87,Daphnia.pulex.NorthAmerica.CAN.795,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592139,PRJNA482684,SAMN09711180
LPA-77,Daphnia.pulex.NorthAmerica.CAN.796,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592140,PRJNA482684,SAMN09711180
LPA-76,Daphnia.pulex.NorthAmerica.CAN.797,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592141,PRJNA482684,SAMN09711180
LPA-74,Daphnia.pulex.NorthAmerica.CAN.798,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592142,PRJNA482684,SAMN09711180
LPA-73,Daphnia.pulex.NorthAmerica.CAN.799,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592143,PRJNA482684,SAMN09711180
LPA-72,Daphnia.pulex.NorthAmerica.CAN.800,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592144,PRJNA482684,SAMN09711180
LPA-71,Daphnia.pulex.NorthAmerica.CAN.801,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592145,PRJNA482684,SAMN09711180
LPA-70,Daphnia.pulex.NorthAmerica.CAN.802,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592146,PRJNA482684,SAMN09711180
LPA-6,Daphnia.pulex.NorthAmerica.CAN.803,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592147,PRJNA482684,SAMN09711180
LPA-79,Daphnia.pulex.NorthAmerica.CAN.804,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592148,PRJNA482684,SAMN09711180
LPA-78,Daphnia.pulex.NorthAmerica.CAN.805,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592149,PRJNA482684,SAMN09711180
LPA-59,Daphnia.pulex.NorthAmerica.CAN.806,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592150,PRJNA482684,SAMN09711180
LPA-60,Daphnia.pulex.NorthAmerica.CAN.807,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592151,PRJNA482684,SAMN09711180
LPA-61,Daphnia.pulex.NorthAmerica.CAN.808,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592152,PRJNA482684,SAMN09711180
LPA-62,Daphnia.pulex.NorthAmerica.CAN.809,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592153,PRJNA482684,SAMN09711180
LPA-63,Daphnia.pulex.NorthAmerica.CAN.810,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592154,PRJNA482684,SAMN09711180
LPA-64,Daphnia.pulex.NorthAmerica.CAN.811,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592155,PRJNA482684,SAMN09711180
LPA-66,Daphnia.pulex.NorthAmerica.CAN.812,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592156,PRJNA482684,SAMN09711180
LPA-67,Daphnia.pulex.NorthAmerica.CAN.813,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592157,PRJNA482684,SAMN09711180
LPA-68,Daphnia.pulex.NorthAmerica.CAN.814,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592158,PRJNA482684,SAMN09711180
LPA-69,Daphnia.pulex.NorthAmerica.CAN.815,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592159,PRJNA482684,SAMN09711180
LPB-00108,Daphnia.pulex.NorthAmerica.CAN.816,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592391,PRJNA482684,SAMN09711181
LPB-00106,Daphnia.pulex.NorthAmerica.CAN.817,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592392,PRJNA482684,SAMN09711181
LPB-00105,Daphnia.pulex.NorthAmerica.CAN.818,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592393,PRJNA482684,SAMN09711181
LPB-00104,Daphnia.pulex.NorthAmerica.CAN.819,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592394,PRJNA482684,SAMN09711181
LPB-00103,Daphnia.pulex.NorthAmerica.CAN.820,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592395,PRJNA482684,SAMN09711181
LPB-00102,Daphnia.pulex.NorthAmerica.CAN.821,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592396,PRJNA482684,SAMN09711181
LPB-00101,Daphnia.pulex.NorthAmerica.CAN.822,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592397,PRJNA482684,SAMN09711181
LPB-00099,Daphnia.pulex.NorthAmerica.CAN.823,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592398,PRJNA482684,SAMN09711181
LPB-00098,Daphnia.pulex.NorthAmerica.CAN.824,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592399,PRJNA482684,SAMN09711181
LPB-00097,Daphnia.pulex.NorthAmerica.CAN.825,-80.4528,42.6798,Daphnia pulex,NorthAmerica,SRR8401723,PRJNA513203,SAMN10698403
LPB-00111,Daphnia.pulex.NorthAmerica.CAN.826,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592401,PRJNA482684,SAMN09711181
LPB-00113,Daphnia.pulex.NorthAmerica.CAN.827,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592402,PRJNA482684,SAMN09711181
LPB-00109,Daphnia.pulex.NorthAmerica.CAN.828,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592403,PRJNA482684,SAMN09711181
LPB-00110,Daphnia.pulex.NorthAmerica.CAN.829,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592404,PRJNA482684,SAMN09711181
LPB-00116,Daphnia.pulex.NorthAmerica.CAN.830,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592405,PRJNA482684,SAMN09711181
LPB-00117,Daphnia.pulex.NorthAmerica.CAN.831,-80.4528,42.6798,Daphnia pulex,NorthAmerica,SRR8401670,PRJNA513203,SAMN10698407
LPB-00114,Daphnia.pulex.NorthAmerica.CAN.832,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592407,PRJNA482684,SAMN09711181
LPB-00115,Daphnia.pulex.NorthAmerica.CAN.833,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592408,PRJNA482684,SAMN09711181
LPB-00118,Daphnia.pulex.NorthAmerica.CAN.834,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592409,PRJNA482684,SAMN09711181
LPB-00119,Daphnia.pulex.NorthAmerica.CAN.835,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592410,PRJNA482684,SAMN09711181
LPB-00093,Daphnia.pulex.NorthAmerica.CAN.836,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592411,PRJNA482684,SAMN09711181
LPB-00096,Daphnia.pulex.NorthAmerica.CAN.837,-80.4528,42.6798,Daphnia pulex,NorthAmerica,SRR8401724,PRJNA513203,SAMN10698402
LPB-00083,Daphnia.pulex.NorthAmerica.CAN.838,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592413,PRJNA482684,SAMN09711181
LPB-00084,Daphnia.pulex.NorthAmerica.CAN.839,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592414,PRJNA482684,SAMN09711181
LPB-00085,Daphnia.pulex.NorthAmerica.CAN.840,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592415,PRJNA482684,SAMN09711181
LPB-00087,Daphnia.pulex.NorthAmerica.CAN.841,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592416,PRJNA482684,SAMN09711181
LPB-00088,Daphnia.pulex.NorthAmerica.CAN.842,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592417,PRJNA482684,SAMN09711181
LPB-00089,Daphnia.pulex.NorthAmerica.CAN.843,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592418,PRJNA482684,SAMN09711181
LPB-00090,Daphnia.pulex.NorthAmerica.CAN.844,-80.4528,42.6798,Daphnia pulex,NorthAmerica,SRR8401636,PRJNA513203,SAMN10698394
LPB-00092,Daphnia.pulex.NorthAmerica.CAN.845,-80.4528,42.6798,Daphnia pulex,NorthAmerica,SRR8401680,PRJNA513203,SAMN10698401
LPB-00014,Daphnia.pulex.NorthAmerica.CAN.846,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592480,PRJNA482684,SAMN09711181
LPB-00076,Daphnia.pulex.NorthAmerica.CAN.847,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592422,PRJNA482684,SAMN09711181
LPB-00079,Daphnia.pulex.NorthAmerica.CAN.848,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592423,PRJNA482684,SAMN09711181
LPB-00078,Daphnia.pulex.NorthAmerica.CAN.849,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592424,PRJNA482684,SAMN09711181
LPB-00073,Daphnia.pulex.NorthAmerica.CAN.850,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592425,PRJNA482684,SAMN09711181
LPB-00072,Daphnia.pulex.NorthAmerica.CAN.851,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592426,PRJNA482684,SAMN09711181
LPB-00075,Daphnia.pulex.NorthAmerica.CAN.852,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592427,PRJNA482684,SAMN09711181
LPB-00074,Daphnia.pulex.NorthAmerica.CAN.853,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592428,PRJNA482684,SAMN09711181
LPB-00081,Daphnia.pulex.NorthAmerica.CAN.854,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592429,PRJNA482684,SAMN09711181
LPB-00080,Daphnia.pulex.NorthAmerica.CAN.855,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592430,PRJNA482684,SAMN09711181
LPB-00066,Daphnia.pulex.NorthAmerica.CAN.856,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592431,PRJNA482684,SAMN09711181
LPB-00067,Daphnia.pulex.NorthAmerica.CAN.857,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592432,PRJNA482684,SAMN09711181
LPB-00061,Daphnia.pulex.NorthAmerica.CAN.858,-80.4528,42.6798,Daphnia pulex,NorthAmerica,SRR8401719,PRJNA513203,SAMN10698400
LPB-00063,Daphnia.pulex.NorthAmerica.CAN.859,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592434,PRJNA482684,SAMN09711181
LPB-00055,Daphnia.pulex.NorthAmerica.CAN.860,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592435,PRJNA482684,SAMN09711181
LPB-00059,Daphnia.pulex.NorthAmerica.CAN.861,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592436,PRJNA482684,SAMN09711181
LPB-00053,Daphnia.pulex.NorthAmerica.CAN.862,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592437,PRJNA482684,SAMN09711181
LPB-00054,Daphnia.pulex.NorthAmerica.CAN.863,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592438,PRJNA482684,SAMN09711181
LPB-00070,Daphnia.pulex.NorthAmerica.CAN.864,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592439,PRJNA482684,SAMN09711181
LPB-00071,Daphnia.pulex.NorthAmerica.CAN.865,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592440,PRJNA482684,SAMN09711181
LPB-00044,Daphnia.pulex.NorthAmerica.CAN.866,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592441,PRJNA482684,SAMN09711181
LPB-00043,Daphnia.pulex.NorthAmerica.CAN.867,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592442,PRJNA482684,SAMN09711181
LPB-00042,Daphnia.pulex.NorthAmerica.CAN.868,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592443,PRJNA482684,SAMN09711181
LPB-00050,Daphnia.pulex.NorthAmerica.CAN.870,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592445,PRJNA482684,SAMN09711181
LPB-00049,Daphnia.pulex.NorthAmerica.CAN.871,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592446,PRJNA482684,SAMN09711181
LPB-00048,Daphnia.pulex.NorthAmerica.CAN.872,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592447,PRJNA482684,SAMN09711181
LPB-00047,Daphnia.pulex.NorthAmerica.CAN.873,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592448,PRJNA482684,SAMN09711181
LPB-00052,Daphnia.pulex.NorthAmerica.CAN.874,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592449,PRJNA482684,SAMN09711181
LPB-00051,Daphnia.pulex.NorthAmerica.CAN.875,-80.4528,42.6798,Daphnia pulex,NorthAmerica,SRR8401773,PRJNA513203,SAMN10698391
LPB-00013,Daphnia.pulex.NorthAmerica.CAN.876,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592451,PRJNA482684,SAMN09711181
LPB-00012,Daphnia.pulex.NorthAmerica.CAN.877,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592452,PRJNA482684,SAMN09711181
LPB-00004,Daphnia.pulex.NorthAmerica.CAN.878,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592453,PRJNA482684,SAMN09711181
LPB-00003,Daphnia.pulex.NorthAmerica.CAN.879,-80.4528,42.6798,Daphnia pulex,NorthAmerica,SRR8401735,PRJNA513203,SAMN10698387
LPB-00001,Daphnia.pulex.NorthAmerica.CAN.881,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592456,PRJNA482684,SAMN09711181
LPB-00010,Daphnia.pulex.NorthAmerica.CAN.882,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592457,PRJNA482684,SAMN09711181
LPB-00009,Daphnia.pulex.NorthAmerica.CAN.883,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592458,PRJNA482684,SAMN09711181
LPB-00006,Daphnia.pulex.NorthAmerica.CAN.884,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592459,PRJNA482684,SAMN09711181
LPB-00005,Daphnia.pulex.NorthAmerica.CAN.885,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592460,PRJNA482684,SAMN09711181
LPB-00035,Daphnia.pulex.NorthAmerica.CAN.886,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592461,PRJNA482684,SAMN09711181
LPB-00037,Daphnia.pulex.NorthAmerica.CAN.887,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592462,PRJNA482684,SAMN09711181
LPB-00030,Daphnia.pulex.NorthAmerica.CAN.888,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592463,PRJNA482684,SAMN09711181
LPB-00031,Daphnia.pulex.NorthAmerica.CAN.889,-80.4528,42.6798,Daphnia pulex,NorthAmerica,SRR8401772,PRJNA513203,SAMN10698390
LPB-00032,Daphnia.pulex.NorthAmerica.CAN.890,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592465,PRJNA482684,SAMN09711181
LPB-00033,Daphnia.pulex.NorthAmerica.CAN.891,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592466,PRJNA482684,SAMN09711181
LPB-00026,Daphnia.pulex.NorthAmerica.CAN.892,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592467,PRJNA482684,SAMN09711181
LPB-00027,Daphnia.pulex.NorthAmerica.CAN.893,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592468,PRJNA482684,SAMN09711181
LPB-00028,Daphnia.pulex.NorthAmerica.CAN.894,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592469,PRJNA482684,SAMN09711181
LPB-00029,Daphnia.pulex.NorthAmerica.CAN.895,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592470,PRJNA482684,SAMN09711181
LPB-00121,Daphnia.pulex.NorthAmerica.CAN.896,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592471,PRJNA482684,SAMN09711181
LPB-00120,Daphnia.pulex.NorthAmerica.CAN.897,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592472,PRJNA482684,SAMN09711181
LPB-00123,Daphnia.pulex.NorthAmerica.CAN.898,-106.3468,56.1304,Daphnia pulex,NorthAmerica,SRR7592473,PRJNA482684,SAMN09711181
