Sample,mlg.country,id,pondID,year,long,lat,SC,Nonindependent,WildSequenced,Sex,Species,AxCF1Hybrid,LabGenerated,BioProject,Continent,Origin,Library.Name,Sample.Name,Isolate,geo_loc_name_country,geo_loc_name_country_continent,cloneID,dna.seq,Country,isolate.name,Reproduction,Monoisolate,PoolSeq,IndividualSeq,Sexual.phenotype,cont,country,mean.depth,mean.miss
SRR7593871,Daphnia.pulex.NorthAmerica.USA.1131,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00108,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.0722,0.00807221
SRR7593872,Daphnia.pulex.NorthAmerica.USA.1132,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00106,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.0448,0.0122274
SRR7593873,Daphnia.pulex.NorthAmerica.USA.1133,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00104,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.3203,0.00691266
SRR7593875,Daphnia.pulex.NorthAmerica.USA.1135,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00113,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.7511,0.00705924
SRR7593876,Daphnia.pulex.NorthAmerica.USA.1136,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00112,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.2143,0.00818994
SRR7593877,Daphnia.pulex.NorthAmerica.USA.1137,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00111,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.1446,0.00745738
SRR7593878,Daphnia.pulex.NorthAmerica.USA.1138,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00124,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.7658,0.00786961
SRR7593879,Daphnia.pulex.NorthAmerica.USA.1139,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00125,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,7.90902,0.0377089
SRR7593880,Daphnia.pulex.NorthAmerica.USA.1140,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00117,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.8615,0.00863672
SRR8401639,Daphnia.pulex.NorthAmerica.USA.1142,SAMN10698354,,NA,-83.6,42.2,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,TEX-00120,TEX-00120,TEX-00120,,,NA,Y,NA,TEX,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,10.4017,0.00882086
SRR8401637,Daphnia.pulex.NorthAmerica.USA.1143,SAMN10698369,,NA,-83.6,42.2,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,TEX-00122,TEX-00122,TEX-00122,,,NA,Y,NA,TEX,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.3399,0.0115656
SRR7593884,Daphnia.pulex.NorthAmerica.USA.1144,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00022,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.577,0.00970335
SRR8401738,Daphnia.pulex.NorthAmerica.USA.1145,SAMN10698357,,NA,-83.6,42.2,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,TEX-00023,TEX-00023,TEX-00023,,,NA,Y,NA,TEX,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.2385,0.0210392
SRR7593886,Daphnia.pulex.NorthAmerica.USA.1146,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00017,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,10.9022,0.0103775
SRR7593887,Daphnia.pulex.NorthAmerica.USA.1147,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00018,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.3831,0.00908953
SRR7593888,Daphnia.pulex.NorthAmerica.USA.1148,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00019,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.3321,0.00822683
SRR7593889,Daphnia.pulex.NorthAmerica.USA.1149,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00020,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.0702,0.00795481
SRR7593890,Daphnia.pulex.NorthAmerica.USA.1150,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00012,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.0093,0.0068231
SRR7593891,Daphnia.pulex.NorthAmerica.USA.1151,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00013,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.534,0.00825333
SRR7593892,Daphnia.pulex.NorthAmerica.USA.1152,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00014,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.2122,0.00872728
SRR7593893,Daphnia.pulex.NorthAmerica.USA.1153,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00015,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,10.7749,0.010122
SRR7593895,Daphnia.pulex.NorthAmerica.USA.1154,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00011,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.9759,0.00813594
SRR7593896,Daphnia.pulex.NorthAmerica.USA.1155,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00001,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.4778,0.00910597
SRR7593897,Daphnia.pulex.NorthAmerica.USA.1156,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00002,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,10.9521,0.00928978
SRR7593898,Daphnia.pulex.NorthAmerica.USA.1157,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00004,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,10.6353,0.0108709
SRR7593899,Daphnia.pulex.NorthAmerica.USA.1158,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00005,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,10.5699,0.0101589
SRR7593900,Daphnia.pulex.NorthAmerica.USA.1159,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00006,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.0774,0.0103111
SRR7593901,Daphnia.pulex.NorthAmerica.USA.1160,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00007,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.5076,0.00789779
SRR7593903,Daphnia.pulex.NorthAmerica.USA.1161,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00009,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.3426,0.0090892
SRR8401739,Daphnia.pulex.NorthAmerica.USA.1162,SAMN10698358,,NA,-83.6,42.2,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,TEX-00037,TEX-00037,TEX-00037,,,NA,Y,NA,TEX,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,13.1659,0.00780823
SRR7593906,Daphnia.pulex.NorthAmerica.USA.1163,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00026,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.9896,0.0121086
SRR7593907,Daphnia.pulex.NorthAmerica.USA.1164,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00025,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.8547,0.00981941
SRR7593908,Daphnia.pulex.NorthAmerica.USA.1165,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00030,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.6527,0.00722594
SRR7593909,Daphnia.pulex.NorthAmerica.USA.1166,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00027,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,13.2453,0.00676675
SRR7593910,Daphnia.pulex.NorthAmerica.USA.1167,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00034,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.5533,0.0068117
SRR7593913,Daphnia.pulex.NorthAmerica.USA.1168,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00035,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.7992,0.00947963
SRR7593915,Daphnia.pulex.NorthAmerica.USA.1169,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00051,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,5.94563,0.056589
SRR7593916,Daphnia.pulex.NorthAmerica.USA.1170,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00043,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.3728,0.00742719
SRR7593917,Daphnia.pulex.NorthAmerica.USA.1171,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00044,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.4687,0.00869843
SRR7593918,Daphnia.pulex.NorthAmerica.USA.1172,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00041,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.3086,0.0117709
SRR7593919,Daphnia.pulex.NorthAmerica.USA.1173,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00042,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.614,0.00692339
SRR7593920,Daphnia.pulex.NorthAmerica.USA.1174,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00048,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,13.7801,0.00620291
SRR7593921,Daphnia.pulex.NorthAmerica.USA.1175,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00049,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,13.0867,0.00912006
SRR7593922,Daphnia.pulex.NorthAmerica.USA.1176,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00045,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,7.72083,0.0297155
SRR8401746,Daphnia.pulex.NorthAmerica.USA.1177,SAMN10698348,,NA,-83.6,42.2,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,TEX-00046,TEX-00046,TEX-00046,,,NA,Y,NA,TEX,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,13.0507,0.0106576
SRR7593924,Daphnia.pulex.NorthAmerica.USA.1178,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00062,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.3258,0.00692105
SRR7593925,Daphnia.pulex.NorthAmerica.USA.1179,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00060,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,9.13321,0.0189066
SRR8401626,Daphnia.pulex.NorthAmerica.USA.1180,SAMN10698360,,NA,-83.6,42.2,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,TEX-00059,TEX-00059,TEX-00059,,,NA,Y,NA,TEX,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.0961,0.00790148
SRR7593927,Daphnia.pulex.NorthAmerica.USA.1181,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00058,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,10.1906,0.0158945
SRR7593928,Daphnia.pulex.NorthAmerica.USA.1182,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00057,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,10.2196,0.00768245
SRR7593929,Daphnia.pulex.NorthAmerica.USA.1183,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00056,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,8.5696,0.0199071
SRR8401628,Daphnia.pulex.NorthAmerica.USA.1184,SAMN10698359,,NA,-83.6,42.2,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,TEX-00055,TEX-00055,TEX-00055,,,NA,Y,NA,TEX,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.7081,0.00738258
SRR7593931,Daphnia.pulex.NorthAmerica.USA.1185,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00054,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,12.5333,0.00734669
SRR7593932,Daphnia.pulex.NorthAmerica.USA.1186,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00053,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,13.61,0.00572461
SRR7593933,Daphnia.pulex.NorthAmerica.USA.1187,SAMN09711185,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,TEX-00052,TEX population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,10.5758,0.0125833
SRR7594184,Daphnia.pulex.NorthAmerica.USA.1188,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00112,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,18.1294,0.0054073
SRR7594185,Daphnia.pulex.NorthAmerica.USA.1189,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00111,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,38.8743,0.0105013
SRR7594187,Daphnia.pulex.NorthAmerica.USA.1191,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00108,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,20.9499,0.00987542
SRR7594188,Daphnia.pulex.NorthAmerica.USA.1192,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00114,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,25.3555,0.00587789
SRR7594189,Daphnia.pulex.NorthAmerica.USA.1193,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00113,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,24.4192,0.0185017
SRR7594190,Daphnia.pulex.NorthAmerica.USA.1194,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00018,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,19.7214,0.0328235
SRR7594191,Daphnia.pulex.NorthAmerica.USA.1195,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00016,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,30.6861,0.00470627
SRR7594192,Daphnia.pulex.NorthAmerica.USA.1196,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00015,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,18.4529,0.0138545
SRR7594193,Daphnia.pulex.NorthAmerica.USA.1197,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00014,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,14.5682,0.0120325
SRR7594196,Daphnia.pulex.NorthAmerica.USA.1198,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00021,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,16.1392,0.0372584
SRR7594197,Daphnia.pulex.NorthAmerica.USA.1199,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00020,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,27.8888,0.0047757
SRR7594199,Daphnia.pulex.NorthAmerica.USA.1200,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00024,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,17.7073,0.0203938
SRR7594200,Daphnia.pulex.NorthAmerica.USA.1201,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00100,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.1288,0.0564947
SRR7594201,Daphnia.pulex.NorthAmerica.USA.1202,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00101,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,20.2921,0.0188274
SRR7594202,Daphnia.pulex.NorthAmerica.USA.1203,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00103,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,28.9603,0.00496052
