Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,Tissue
SRR14476758,WGS,302,12569723200,PRJNA725506,SAMN19067658,Invertebrate,5766522770,UNIVERSITY OF VIRGINIA,2016-04,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX10825078,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,Spring_2016_D8_8.12,Clonal lineage sampled from the field and established in the lab,Spring_2016_D8_8.12,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:45:00Z,1,Spring_2016_D8_8.12,SRP316581,Multiple entire females
SRR14476759,WGS,302,9087837756,PRJNA725506,SAMN19067656,Invertebrate,3813975409,UNIVERSITY OF VIRGINIA,2016-04,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX10825076,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Spring_2016_D10_10.6,Clonal lineage sampled from the field and established in the lab,Spring_2016_D10_10.6,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:39:00Z,1,Spring_2016_D10_10.6,SRP316581,Multiple entire females
SRR14476760,WGS,302,9733142296,PRJNA725506,SAMN19067654,Invertebrate,4126312290,UNIVERSITY OF VIRGINIA,2016-04,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX10825074,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Spring_2016_D10_10.4,Clonal lineage sampled from the field and established in the lab,Spring_2016_D10_10.4,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:39:00Z,1,Spring_2016_D10_10.4,SRP316581,Multiple entire females
SRR14476761,WGS,302,4892738240,PRJNA725506,SAMN19067653,Invertebrate,2332600894,UNIVERSITY OF VIRGINIA,2016-04,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX10825072,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Spring_2016_D10_10.3,Clonal lineage sampled from the field and established in the lab,Spring_2016_D10_10.3,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:25:00Z,1,Spring_2016_D10_10.3,SRP316581,Multiple entire females
SRR14476762,WGS,302,7715920612,PRJNA725506,SAMN19067598,Invertebrate,3372721658,UNIVERSITY OF VIRGINIA,2016-10,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX10825071,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_A9,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_A9,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:34:00Z,1,Fall_2016_D10_A9,SRP316581,Multiple entire females
SRR14476763,WGS,302,6238971794,PRJNA725506,SAMN19067652,Invertebrate,2926694058,UNIVERSITY OF VIRGINIA,2016-04,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX10825068,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Spring_2016_D10_10.1,Clonal lineage sampled from the field and established in the lab,Spring_2016_D10_10.1,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:40:00Z,1,Spring_2016_D10_10.1,SRP316581,Multiple entire females
SRR14476764,WGS,302,6368254370,PRJNA725506,SAMN19067569,Invertebrate,2683944241,UNIVERSITY OF VIRGINIA,2017-04,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX10825282,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DRamp pond",HiSeq X Five,April_2017_Dramp_10,Clonal lineage sampled from the field and established in the lab,April_2017_Dramp_10,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:38:00Z,1,April_2017_Dramp_10,SRP316581,Multiple entire females
SRR14476765,WGS,302,7369671270,PRJNA725506,SAMN19067597,Invertebrate,3423842775,UNIVERSITY OF VIRGINIA,2016-10,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX10825067,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_A7,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_A7,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:43:00Z,1,Fall_2016_D10_A7,SRP316581,Multiple entire females
SRR14476766,WGS,302,8193444220,PRJNA725506,SAMN19067595,Invertebrate,3621783344,UNIVERSITY OF VIRGINIA,2016-10,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX10825066,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_A4,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_A4,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:41:00Z,1,Fall_2016_D10_A4,SRP316581,Multiple entire females
SRR14476767,WGS,302,4293335586,PRJNA725506,SAMN19067594,Invertebrate,1975029112,UNIVERSITY OF VIRGINIA,2016-10,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX10825065,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_A21,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_A21,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:40:00Z,1,Fall_2016_D10_A21,SRP316581,Multiple entire females
SRR14476768,WGS,302,7835287320,PRJNA725506,SAMN19067593,Invertebrate,3315564468,UNIVERSITY OF VIRGINIA,2016-10,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10825064,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_A20,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_A20,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:40:00Z,1,Fall_2016_D10_A20,SRP316581,Multiple entire females
SRR14476769,WGS,302,5575690704,PRJNA725506,SAMN19067427,Invertebrate,2335720229,UNIVERSITY OF VIRGINIA,2017-04,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10825063,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_135,Clonal lineage sampled from the field and established in the lab,April_2017_D8_135,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:40:00Z,1,April_2017_D8_135,SRP316581,Multiple entire females
SRR14476770,WGS,302,8263628718,PRJNA725506,SAMN19067592,Invertebrate,3878830833,UNIVERSITY OF VIRGINIA,2016-10,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX10825038,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_A14,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_A14,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:43:00Z,1,Fall_2016_D10_A14,SRP316581,Multiple entire females
SRR14476771,WGS,302,3294585346,PRJNA725506,SAMN19067590,Invertebrate,1461531396,UNIVERSITY OF VIRGINIA,2016-10,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX10825062,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_A12,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_A12,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:40:00Z,1,Fall_2016_D10_A12,SRP316581,Multiple entire females
SRR14476772,WGS,302,8789366626,PRJNA725506,SAMN19067589,Invertebrate,4242540625,UNIVERSITY OF VIRGINIA,2016-10,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10825061,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_85,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_85,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:50:00Z,1,Fall_2016_D10_85,SRP316581,Multiple entire females
SRR14476773,WGS,302,6624093972,PRJNA725506,SAMN19067468,Invertebrate,2886193975,UNIVERSITY OF VIRGINIA,2017-04,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX10825060,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_298,Clonal lineage sampled from the field and established in the lab,April_2017_D8_298,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:40:00Z,1,April_2017_D8_298,SRP316581,Multiple entire females
SRR14476774,WGS,302,11216795816,PRJNA725506,SAMN19067588,Invertebrate,5138736835,UNIVERSITY OF VIRGINIA,2016-10,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX10825043,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_84,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_84,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:55:00Z,1,Fall_2016_D10_84,SRP316581,Multiple entire females
SRR14476775,WGS,302,4904062636,PRJNA725506,SAMN19067467,Invertebrate,2116190203,UNIVERSITY OF VIRGINIA,2017-04,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX10825059,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_285,Clonal lineage sampled from the field and established in the lab,April_2017_D8_285,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:43:00Z,1,April_2017_D8_285,SRP316581,Multiple entire females
SRR14476776,WGS,302,6681671178,PRJNA725506,SAMN19067466,Invertebrate,2879458160,UNIVERSITY OF VIRGINIA,2017-04,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX10825058,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_27,Clonal lineage sampled from the field and established in the lab,April_2017_D8_27,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:49:00Z,1,April_2017_D8_27,SRP316581,Multiple entire females
SRR14476777,WGS,302,4156031588,PRJNA725506,SAMN19067465,Invertebrate,1842822150,UNIVERSITY OF VIRGINIA,2017-04,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX10825057,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_256,Clonal lineage sampled from the field and established in the lab,April_2017_D8_256,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:43:00Z,1,April_2017_D8_256,SRP316581,Multiple entire females
SRR14476778,WGS,302,6867214542,PRJNA725506,SAMN19067464,Invertebrate,2999923435,UNIVERSITY OF VIRGINIA,2017-04,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX10825056,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_254,Clonal lineage sampled from the field and established in the lab,April_2017_D8_254,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:56:00Z,1,April_2017_D8_254,SRP316581,Multiple entire females
SRR14476779,WGS,302,5613213298,PRJNA725506,SAMN19067463,Invertebrate,2454012053,UNIVERSITY OF VIRGINIA,2017-04,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10825055,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_251,Clonal lineage sampled from the field and established in the lab,April_2017_D8_251,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:50:00Z,1,April_2017_D8_251,SRP316581,Multiple entire females
SRR14476780,WGS,302,5316483802,PRJNA725506,SAMN19067418,Invertebrate,2233052701,UNIVERSITY OF VIRGINIA,2017-04,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX10825054,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_101,Clonal lineage sampled from the field and established in the lab,April_2017_D8_101,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:50:00Z,1,April_2017_D8_101,SRP316581,Multiple entire females
SRR14476781,WGS,302,7678549018,PRJNA725506,SAMN19067461,Invertebrate,3360955260,UNIVERSITY OF VIRGINIA,2017-04,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX10825053,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_248,Clonal lineage sampled from the field and established in the lab,April_2017_D8_248,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:59:00Z,1,April_2017_D8_248,SRP316581,Multiple entire females
SRR14476782,WGS,302,4243309286,PRJNA725506,SAMN19067462,Invertebrate,1842099373,UNIVERSITY OF VIRGINIA,2017-04,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX10824988,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_249,Clonal lineage sampled from the field and established in the lab,April_2017_D8_249,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:48:00Z,1,April_2017_D8_249,SRP316581,Multiple entire females
SRR14476783,WGS,302,5760521046,PRJNA725506,SAMN19067460,Invertebrate,2530994466,UNIVERSITY OF VIRGINIA,2017-04,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX10825052,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_239,Clonal lineage sampled from the field and established in the lab,April_2017_D8_239,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:52:00Z,1,April_2017_D8_239,SRP316581,Multiple entire females
SRR14476784,WGS,302,7042956798,PRJNA725506,SAMN19067458,Invertebrate,3088599698,UNIVERSITY OF VIRGINIA,2017-04,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX10825051,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_227,Clonal lineage sampled from the field and established in the lab,April_2017_D8_227,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T23:00:00Z,1,April_2017_D8_227,SRP316581,Multiple entire females
SRR14476785,WGS,302,4532022192,PRJNA725506,SAMN19067459,Invertebrate,2006312567,UNIVERSITY OF VIRGINIA,2017-04,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX10824986,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_230,Clonal lineage sampled from the field and established in the lab,April_2017_D8_230,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:58:00Z,1,April_2017_D8_230,SRP316581,Multiple entire females
SRR14476786,WGS,302,4566082054,PRJNA725506,SAMN19067457,Invertebrate,2012265536,UNIVERSITY OF VIRGINIA,2017-04,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10825050,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_223,Clonal lineage sampled from the field and established in the lab,April_2017_D8_223,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:49:00Z,1,April_2017_D8_223,SRP316581,Multiple entire females
SRR14476787,WGS,302,5694509584,PRJNA725506,SAMN19067446,Invertebrate,2517821951,UNIVERSITY OF VIRGINIA,2017-04,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX10825049,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_202,Clonal lineage sampled from the field and established in the lab,April_2017_D8_202,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:51:00Z,1,April_2017_D8_202,SRP316581,Multiple entire females
SRR14476788,WGS,302,6390578210,PRJNA725506,SAMN19067448,Invertebrate,2837508789,UNIVERSITY OF VIRGINIA,2017-04,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX10824984,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_205,Clonal lineage sampled from the field and established in the lab,April_2017_D8_205,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T23:07:00Z,1,April_2017_D8_205,SRP316581,Multiple entire females
SRR14476789,WGS,302,6035919074,PRJNA725506,SAMN19067441,Invertebrate,2648524443,UNIVERSITY OF VIRGINIA,2017-04,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10825048,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_179,Clonal lineage sampled from the field and established in the lab,April_2017_D8_179,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:57:00Z,1,April_2017_D8_179,SRP316581,Multiple entire females
SRR14476790,WGS,302,4488743176,PRJNA725506,SAMN19067436,Invertebrate,1985198153,UNIVERSITY OF VIRGINIA,2017-04,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX10825047,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_157,Clonal lineage sampled from the field and established in the lab,April_2017_D8_157,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:52:00Z,1,April_2017_D8_157,SRP316581,Multiple entire females
SRR14476791,WGS,302,8412568172,PRJNA725506,SAMN19067500,Invertebrate,3558733405,UNIVERSITY OF VIRGINIA,2017-04,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX10825046,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, DBunk pond",HiSeq X Five,April_2017_DBunk_129,Clonal lineage sampled from the field and established in the lab,April_2017_DBunk_129,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:56:00Z,1,April_2017_DBunk_129,SRP316581,Multiple entire females
SRR14476792,WGS,302,5851646526,PRJNA725506,SAMN19067430,Invertebrate,2577030451,UNIVERSITY OF VIRGINIA,2017-04,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX10825045,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_141,Clonal lineage sampled from the field and established in the lab,April_2017_D8_141,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:52:00Z,1,April_2017_D8_141,SRP316581,Multiple entire females
SRR14476793,WGS,302,3890853844,PRJNA725506,SAMN19067433,Invertebrate,1718088267,UNIVERSITY OF VIRGINIA,2017-04,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX10824982,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_147,Clonal lineage sampled from the field and established in the lab,April_2017_D8_147,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:51:00Z,1,April_2017_D8_147,SRP316581,Multiple entire females
SRR14476794,WGS,302,5704457766,PRJNA725506,SAMN19067428,Invertebrate,2477081002,UNIVERSITY OF VIRGINIA,2017-04,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10825044,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_136,Clonal lineage sampled from the field and established in the lab,April_2017_D8_136,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:56:00Z,1,April_2017_D8_136,SRP316581,Multiple entire females
SRR14476795,WGS,302,6689214534,PRJNA725506,SAMN19067424,Invertebrate,2891878955,UNIVERSITY OF VIRGINIA,2017-04,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX10824980,United Kingdom,Europe,"United Kingdom: Dorset\, Kilwood Nature Reserve\, D8 pond",HiSeq X Five,April_2017_D8_132,Clonal lineage sampled from the field and established in the lab,April_2017_D8_132,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:59:00Z,1,April_2017_D8_132,SRP316581,Multiple entire females
SRR14476796,WGS,302,8077678560,PRJNA725506,SAMN19067585,Invertebrate,3777124555,UNIVERSITY OF VIRGINIA,2016-10,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10825042,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_76,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_76,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T23:08:00Z,1,Fall_2016_D10_76,SRP316581,Multiple entire females
SRR14476797,WGS,302,5288695876,PRJNA725506,SAMN19067584,Invertebrate,2458715619,UNIVERSITY OF VIRGINIA,2016-10,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX10825041,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_74,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_74,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:59:00Z,1,Fall_2016_D10_74,SRP316581,Multiple entire females
SRR14476798,WGS,302,6324694796,PRJNA725506,SAMN19067583,Invertebrate,2909518830,UNIVERSITY OF VIRGINIA,2016-10,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX10825040,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_70,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_70,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T23:05:00Z,1,Fall_2016_D10_70,SRP316581,Multiple entire females
SRR14476799,WGS,302,8112125888,PRJNA725506,SAMN19067582,Invertebrate,3789230160,UNIVERSITY OF VIRGINIA,2016-10,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX10825039,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_67,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_67,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T23:08:00Z,1,Fall_2016_D10_67,SRP316581,Multiple entire females
SRR14476800,WGS,302,5356538666,PRJNA725506,SAMN19067581,Invertebrate,2420396711,UNIVERSITY OF VIRGINIA,2016-10,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX10825037,United Kingdom,Europe,"United Kingdom: Dorset\, Higher Hyde Heath Nature Reserves\, D10 pond",HiSeq X Five,Fall_2016_D10_63,Clonal lineage sampled from the field and established in the lab,Fall_2016_D10_63,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2022-05-01T00:00:00Z,2021-05-09T22:58:00Z,1,Fall_2016_D10_63,SRP316581,Multiple entire females
